Time;Campaign;File Name;Longitude;Latitude;RSRP;RSRQ;PCI LTE;Technology;Home Operator;DL EARFCN
2022-08-20 12:00:13.433;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-96;-5;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:13.587;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-7;240;LTE;XL;1325
2022-08-20 12:00:13.609;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:14.029;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-96;-5;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:14.189;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-81;-7;240;LTE;XL;1325
2022-08-20 12:00:14.210;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9.3;59;LTE;Telkomsel;1850
2022-08-20 12:00:14.430;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-96;-5;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:14.484;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-91;-9;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:14.484;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-13;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:14.534;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:14.537;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-81;-9;240;LTE;XL;1325
2022-08-20 12:00:14.537;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-11;240;LTE;XL;376
2022-08-20 12:00:14.747;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-96;-5;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:14.747;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-7;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:14.935;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:14.938;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-81.5;-9.9;240;LTE;XL;1325
2022-08-20 12:00:14.938;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-11;240;LTE;XL;376
2022-08-20 12:00:15.081;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-13;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:15.081;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-91;-9;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:15.148;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-95.5;-5.5;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:15.148;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-7;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:15.486;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-91;-9;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:15.486;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-12;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:15.535;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:15.539;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82.6;-6.9;240;LTE;XL;1325
2022-08-20 12:00:15.539;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-11;240;LTE;XL;376
2022-08-20 12:00:15.683;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-12;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:15.683;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-91;-9;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:15.750;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-5.6;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:15.750;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-6.3;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:16.126;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-11;240;LTE;XL;376
2022-08-20 12:00:16.126;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83;-5.6;240;LTE;XL;1325
2022-08-20 12:00:16.135;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-82.6;-10.2;59;LTE;Telkomsel;1850
2022-08-20 12:00:16.287;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-91;-8.3;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:16.287;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-12;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:16.355;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-6.3;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:16.529;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83;-6;240;LTE;XL;1325
2022-08-20 12:00:16.529;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-9.6;240;LTE;XL;376
2022-08-20 12:00:16.737;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:16.752;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:16.752;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-6.5;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:16.889;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-13;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:16.889;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-91;-8.6;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:17.129;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83.6;-7.2;240;LTE;XL;1325
2022-08-20 12:00:17.129;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-9;240;LTE;XL;376
2022-08-20 12:00:17.134;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9.5;59;LTE;Telkomsel;1850
2022-08-20 12:00:17.350;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-5.6;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:17.350;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-5.3;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:17.489;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-94;-6.6;298;LTE;Smartfren;39194
2022-08-20 12:00:17.489;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-96;-7;298;LTE;Smartfren;39050
2022-08-20 12:00:17.491;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-91;-8.6;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:17.491;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-13;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:17.737;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-9;240;LTE;XL;376
2022-08-20 12:00:17.737;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83.3;-5;240;LTE;XL;1325
2022-08-20 12:00:17.739;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9.6;59;LTE;Telkomsel;1850
2022-08-20 12:00:17.852;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1520-9895-S.mf;116.00692300;-3.45024200;-76;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:17.894;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1513-2469-S.mf;116.00692300;-3.45024200;-94;-14;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:17.954;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-5.6;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:17.954;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-5.6;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:18.017;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-80;-5.6;240;LTE;XL;1325
2022-08-20 12:00:18.090;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-96;-7;298;LTE;Smartfren;39050
2022-08-20 12:00:18.092;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-90.6;-8.3;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:18.092;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-12;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:18.218;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-80;-6;240;LTE;XL;1325
2022-08-20 12:00:18.218;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-79.3;-6;240;LTE;XL;376
2022-08-20 12:00:18.256;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1520-9895-S.mf;116.00692300;-3.45024200;-76;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:18.291;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-96;-7;298;LTE;Smartfren;39050
2022-08-20 12:00:18.291;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-94;-6;298;LTE;Smartfren;39194
2022-08-20 12:00:18.295;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1513-2469-S.mf;116.00692300;-3.45024200;-94;-14;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:18.336;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9.9;59;LTE;Telkomsel;1850
2022-08-20 12:00:18.344;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83.3;-5.6;240;LTE;XL;1325
2022-08-20 12:00:18.344;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-9;240;LTE;XL;376
2022-08-20 12:00:18.549;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-80;-7;240;LTE;XL;1325
2022-08-20 12:00:18.555;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:18.555;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-5.3;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:18.575;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1520-9895-S.mf;116.00692300;-3.45024200;-76;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:18.628;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1513-2469-S.mf;116.00692300;-3.45024200;-94;-14;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:18.658;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-94;-6;298;LTE;Smartfren;39194
2022-08-20 12:00:18.658;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-96;-7;298;LTE;Smartfren;39050
2022-08-20 12:00:18.695;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-90;-9;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:18.695;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-12;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:18.938;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9.3;59;LTE;Telkomsel;1850
2022-08-20 12:00:18.949;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-79;-4;240;LTE;XL;1325
2022-08-20 12:00:18.951;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83.6;-6.8;240;LTE;XL;1325
2022-08-20 12:00:18.951;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-8;240;LTE;XL;376
2022-08-20 12:00:18.976;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1520-9895-S.mf;116.00692300;-3.45024200;-76;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:19.029;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1513-2469-S.mf;116.00692300;-3.45024200;-94;-14;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:19.060;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-96;-7;298;LTE;Smartfren;39050
2022-08-20 12:00:19.060;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-94;-6;298;LTE;Smartfren;39194
2022-08-20 12:00:19.156;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-5.6;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:19.156;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:19.297;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-90;-10.2;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:19.297;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-12.6;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:19.539;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9.3;59;LTE;Telkomsel;1850
2022-08-20 12:00:19.556;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-78;-10;240;LTE;XL;376
2022-08-20 12:00:19.556;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-80;-9.3;240;LTE;XL;1325
2022-08-20 12:00:19.557;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-8;240;LTE;XL;376
2022-08-20 12:00:19.557;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83.6;-9.2;240;LTE;XL;1325
2022-08-20 12:00:19.643;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1513-2469-S.mf;116.00692300;-3.45024200;-94;-14;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:19.643;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1513-2469-S.mf;116.00692300;-3.45024200;-85;-11;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:19.664;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1520-9895-S.mf;116.00692300;-3.45024200;-76;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:19.667;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-94;-6;298;LTE;Smartfren;39194
2022-08-20 12:00:19.667;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-96.3;-7;298;LTE;Smartfren;39050
2022-08-20 12:00:19.759;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:19.759;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-5.6;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:19.901;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-90;-10.3;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:19.901;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-13;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:20.138;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-8;59;LTE;Telkomsel;1850
2022-08-20 12:00:20.142;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83.3;-6.3;240;LTE;XL;1325
2022-08-20 12:00:20.142;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82;-8;240;LTE;XL;376
2022-08-20 12:00:20.154;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-78;-7.5;240;LTE;XL;376
2022-08-20 12:00:20.154;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-80;-6.8;240;LTE;XL;1325
2022-08-20 12:00:20.177;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1520-9895-S.mf;116.00692300;-3.45024200;-76;-7.9;59;LTE;Telkomsel;1850
2022-08-20 12:00:20.232;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1513-2469-S.mf;116.00692300;-3.45024200;-85;-11;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:20.232;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1513-2469-S.mf;116.00692300;-3.45024200;-94;-14.6;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:20.267;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-94;-6;298;LTE;Smartfren;39194
2022-08-20 12:00:20.267;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-97;-7;298;LTE;Smartfren;39050
2022-08-20 12:00:20.358;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:20.358;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-5;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:20.503;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-90;-11.3;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:20.503;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-13;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:20.551;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-80;-6;240;LTE;XL;1325
2022-08-20 12:00:20.551;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-78;-7;240;LTE;XL;376
2022-08-20 12:00:20.579;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1520-9895-S.mf;116.00692300;-3.45024200;-76;-8;59;LTE;Telkomsel;1850
2022-08-20 12:00:20.740;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9;59;LTE;Telkomsel;1850
2022-08-20 12:00:20.746;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-82.6;-8.6;240;LTE;XL;376
2022-08-20 12:00:20.746;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83;-5.6;240;LTE;XL;1325
2022-08-20 12:00:20.761;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-5;298;LTE;Fren/Hepi;39050
2022-08-20 12:00:20.761;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-91;-5;298;LTE;Fren/Hepi;39194
2022-08-20 12:00:20.833;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1513-2469-S.mf;116.00692300;-3.45024200;-85.6;-10.6;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:20.833;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1513-2469-S.mf;116.00692300;-3.45024200;-94.3;-13.6;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:20.871;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-97;-6;298;LTE;Smartfren;39050
2022-08-20 12:00:20.871;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1515-7748-S.mf;116.00692300;-3.45024200;-94;-6;298;LTE;Smartfren;39194
2022-08-20 12:00:21.105;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-92;-13;446;LTE;Indosat Ooredoo Hutchison;1625
2022-08-20 12:00:21.105;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1519-2687-S.mf;116.00692300;-3.45024200;-90;-10.6;446;LTE;Indosat Ooredoo Hutchison;3652
2022-08-20 12:00:21.154;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-80;-7.2;240;LTE;XL;1325
2022-08-20 12:00:21.154;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1523-9348-S.mf;116.00692300;-3.45024200;-78.6;-7.9;240;LTE;XL;376
2022-08-20 12:00:21.178;BP3_ST_02_WA MASSAGE;2022-08-20-12-00-17-3121-1402-1520-9895-S.mf;116.00692300;-3.45024200;-76;-9.3;59;LTE;Telkomsel;1850
2022-08-20 12:00:21.340;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1525-5443-S.mf;116.00692300;-3.45024200;-83;-9.6;59;LTE;Telkomsel;1850
2022-08-20 12:00:21.347;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83;-8.4;240;LTE;XL;1325
2022-08-20 12:00:21.347;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1503-6975-S.mf;116.00692300;-3.45024200;-83;-9;240;LTE;XL;376
2022-08-20 12:00:21.364;BP3_ST_00_Data Test;2022-08-20-12-00-13-3101-1402-1516-2151-S.mf;116.00692300;-3.45024200;-94;-6;298;LTE;Fren/Hepi;39050
